term,phrase,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag8,tag9,tag10,tag11,tag12,tag13,tag14,tag15,tag16,tag17,tag18,tag19,tag20,meaninglanguage1,meaning1,meaninglanguage2,meaning2,meaninglanguage3,meaning3,meaninglanguage4,meaning4,meaninglanguage5,meaning5
saltos,"…se adapta para dar saltos potentes, lo que las…",Noun,,,,,,,,,,,,,,,,,,,,en,jumps,,,,,,,,
saludarte,"…Es para saludarte mejor, querida"", dijo el…",,,,,,,,,,,,,,,,,,,,,en,greet,,,,,,,,
salvaje,"…gustado conocerla, un caballo salvaje de mujer, tan salvaje…",Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,"adj.  fierce, wild, savage, feral",,,,,,,,
salvando,Te estaba salvando.,Verb,gerundio,salvar,verb,gerundio,salvar,,,,,,,,,,,,,,,en,saving,,,,,,,,
salvar,…QUIERES SALVAR A LA PROTA?,Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,"to save, salvage, rescue",,,,,,,,
salvas,"…su Abuela, sanas y salvas.",Verb,presente,tú,salvar,salvarse,Noun,verb,noun,tú,presente,salvar,salvarse,,,,,,,,,en,safe,,,,,,,,
sanas,"…Roja y su Abuela, sanas y salvas.",Verb,presente,tú,sanar,sanarse,Adjective,verb,tú,adjective,presente,sanar,sanarse,,,,,,,,,en,healthy,,,,,,,,
sanciones,…de Huawei a las sanciones contra Irán. Pero había,Verb,tú,subjuntivo presente,sancionar,Noun,sustantivo,tú,verbo,subjuntivo presente,sancionar,,,,,,,,,,,en,sanctions,,,,,,,,
sangrar,"…pican, pinchan y hacen sangrar al animal que trata…",Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to bleed,,,,,,,,
sangre,…blanca y era de sangre española.,Verb,él/ella/ud.,imperativo,subjuntivo presente,sangrar,sangrarse,Noun,imperativo,verbo,subjuntivo presente,él/ella/ud.,sangrarse,sangrar,,,,,,,,en,blood,,,,,,,,
sangriento,…ejemplarizarla con un castigo sangriento.,Adjective,,,,,,,,,,,,,,,,,,,,en,"bloody, gory",,,,,,,,
saqué,"levanté, bajé del avión, saqué la caja de herramientas",Verb,yo,pretérito perfecto simple,sacar,sacarse,,,,,,,,,,,,,,,,en,"I got, obtained, took out",,,,,,,,
saquemos,Por eso digo que saquemos una lista de los…,Verb,imperativo,nosotros,subjuntivo presente,sacar,sacarse,imperativo,verbo,sacar,nosotros,subjuntivo presente,sacarse,,,,,,,,,en,we remove,,,,,,,,
sartén,"…Queda más en la sartén, ricura— dijo tía Petunia,…",Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,frying pan,,,,,,,,
satisfecho,…estoy más o menos satisfecho a pesar de las…,Verb,yo,pretérito perfecto compuesto,satisfacer,satisfacerse,Adjective,verbo,yo,pretérito perfecto compuesto,satisfacer,satisfacerse,,,,,,,,,,en,satisfied,,,,,,,,
sator,"…el enigmático cuadrado de Sator, un rompecabezas sin resolver…",,,,,,,,,,,,,,,,,,,,,en,sator,,,,,,,,
se,Se te va la olla.,Pronoun,Noun,pronombre,sustantivo,,,,,,,,,,,,,,,,,en,"yourself, (himself, herself, itself, themselves)",,,,,,,,
sea,"Silvia: Carlos, o sea: Carlos Humberto Méndez González,…",Verb,él/ella/ud.,imperativo,ser,Adjective,Noun,imperativo,verbo,ser,él/ella/ud.,,,,,,,,,,,en,to be,,,,,,,,
secador,secador a todo volumen],Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,dryer,,,,,,,,
secreta,la cámara secreta Tras derrotar una vez…,Verb,él/ella/ud.,presente,secretar,Adjective,Noun,sustantivo,adjetivo,verbo,presente,él/ella/ud.,secretar,,,,,,,,,en,"secret, cryptic; intimate, private; classified, confidential; inmost, deep",,,,,,,,
secuestrado,"Me han secuestrado, pendejo.",Verb,yo,pretérito perfecto compuesto,secuestrar,verb,yo,pretérito perfecto compuesto,secuestrar,,,,,,,,,,,,,en,kidnapped,,,,,,,,
sed,"peligro de morir de sed, de morir de hambre",Verb,imperativo,vosotros,ser,Adjective,Noun,,,,,,,,,,,,,,,en,thirst,,,,,,,,
sede,"…se pasó a una sede, en la que se…",Verb,él/ella/ud.,imperativo,sedar,Noun,sustantivo,imperativo,verbo,él/ella/ud.,sedar,,,,,,,,,,,en,headquarters,,,,,,,,
sedentario,"…hombre más exacto y sedentario del Reino Unido, me…",Adjective,adjective,,,,,,,,,,,,,,,,,,,en,sedentary,,,,,,,,
sedimentaria,"…Muerta, es una formación sedimentaria depositada en un mar…",,,,,,,,,,,,,,,,,,,,,en,sedimentary,,,,,,,,
seguido,"…este sentido, Rusia ha seguido a países como Irán,…",Verb,yo,pretérito perfecto compuesto,seguir,seguirse,Adjective,Adverb,adjetivo,adverbio,verbo,seguir,yo,pretérito perfecto compuesto,seguirse,,,,,,,en,"consecutive, in a row, frequently",,,,,,,,
seguidores,Los seguidores de Jesús usaron estos…,Noun,,,,,,,,,,,,,,,,,,,,en,"(m)n. supporters, followers",,,,,,,,
seguirle,…y algunos enlaces para seguirle el hilo a los…,,,,,,,,,,,,,,,,,,,,,en,follow him,,,,,,,,
según,"Según la nueva ley, si…",Preposition,,,,,,,,,,,,,,,,,,,,en,according to,,,,,,,,
segunda,…de que conseguirás una segunda historia.,Verb,él/ella/ud.,presente,segundar,Adjective,Noun,sustantivo,adjetivo,verbo,presente,él/ella/ud.,segundar,,,,,,,,,en,second,,,,,,,,
segundo,"…para asegurarse, mediante un segundo telegrama, de que era…",Verb,yo,presente,segundar,Adjective,Noun,sustantivo,adjetivo,verbo,presente,yo,segundar,,,,,,,,,en,Second,,,,,,,,
segundos,"…horas, los minutos, los segundos, los días y años.",Noun,noun,,,,,,,,,,,,,,,,,,,en,seconds,,,,,,,,
seguro,Seguro te has preguntado sobre…,Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,sure; certain,,,,,,,,
seguros,Estamos seguros de que luego de…,Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,insurance; sure,,,,,,,,
selva,…animal salvaje de la selva.,Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,"forest, woods",,,,,,,,
sembrar,…pedazo de tierra para sembrar,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to plant,,,,,,,,
semejantes,Si vivir en semejantes condiciones es lo que…,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,en,"n.  like, person or thing which is similar or comparable",,,,,,,,
semillas,…llevan a bendecir las semillas y velas o candelas…,Noun,,,,,,,,,,,,,,,,,,,,en,seeds,,,,,,,,
señal,señal de locura creer que…,Adjective,Noun,,,,,,,,,,,,,,,,,,,en,Signal,,,,,,,,
señala,Una aguja indicadora señala el momento en que…,Verb,él/ella/ud.,presente,señalar,señalarse,verbo,presente,señalar,él/ella/ud.,señalarse,,,,,,,,,,,en,he points out,,,,,,,,
sencilla,"…con una visión muy sencilla, pero a la vez…",Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,simple,,,,,,,,
sencillamente,Estaba sencillamente vestido con un traje…,Adverb,Noun,noun,adverb,,,,,,,,,,,,,,,,,en,simply,,,,,,,,
sencillez,…tu sencillez.#,Noun,noun,,,,,,,,,,,,,,,,,,,en,simplicity,,,,,,,,
sencillo,…fundación con un objetivo sencillo pero ambicioso: convertir los…,Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,"adj. simple, easy; straightforward; informal; naive; primitive",,,,,,,,
sensaciones,"…mezcla de culturas, las sensaciones que tuve en Nueva…",Adverb,Noun,,,,,,,,,,,,,,,,,,,en,sensations,,,,,,,,
sentado,"…se quejó, sentado a la mesa—.",Verb,yo,pretérito perfecto compuesto,sentar,sentarse,Adjective,adjetivo,verbo,sentar,sentarse,yo,pretérito perfecto compuesto,,,,,,,,,en,Seated,,,,,,,,
sentándonos,Vamos sentándonos.,,,,,,,,,,,,,,,,,,,,,en,sitting down,,,,,,,,
sentidos,…cumplimente en todos los sentidos?,Noun,,,,,,,,,,,,,,,,,,,,en,"[n,M] meaning, purport, significance; sense;",,,,,,,,
sentimiento,"…reloj, ocultando un ligero sentimiento de burla, pues, en…",Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,"n.  regret; sympathy; feel, sense; sentiment",,,,,,,,
sentir,"…como personas, nos haga sentir vivos, nos haga sentir…",Verb,participio pasado,Noun,verbo,participio pasado,,,,,,,,,,,,,,,,en,feel,,,,,,,,
sentirme,"…a mí misma, puedo sentirme amada a través de…",,,,,,,,,,,,,,,,,,,,,en,"v. feel, sense",,,,,,,,
sepan,antes que sepan lo que estoy dispuesto…,Verb,ellos/ellas/uds.,imperativo,saber,verb,saber,imperativo,ellos/ellas/uds.,,,,,,,,,,,,,en,they know,,,,,,,,
séptima,…Vamos con la séptima reunión del club de…,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,seventh,,,,,,,,
séptimo,…a que es el séptimo Hokage.,Adjective,Noun,noun,adjective,,,,,,,,,,,,,,,,,en,seventh,,,,,,,,
ser,"…de ayudar a un ser mágico, decidió acompañarlo en…",Verb,participio pasado,Adverb,Noun,sustantivo,adverbio,verbo,participio pasado,,,,,,,,,,,,,en,be,,,,,,,,
será,…en el gato doméstico será más o menos frecuente…,Verb,él/ella/ud.,futuro,ser,Noun,verbo,ser,futuro,él/ella/ud.,,,,,,,,,,,,en,will be,,,,,,,,
seres,Es natural en los seres humanos bostezar cuando ellos…,Noun,noun,,,,,,,,,,,,,,,,,,,en,beings,,,,,,,,
sería,ireneusz predijeron que ese sería el año,Verb,yo,condicional,ser,Adverb,Noun,verbo,ser,yo,condicional,,,,,,,,,,,en,would be,,,,,,,,
serio,resulta difícil tomarlo en serio y para,Verb,yo,presente,seriar,Adjective,Noun,verbo,presente,yo,seriar,,,,,,,,,,,en,seriously,,,,,,,,
serlo,…ciento de probabilidad de serlo.,Noun,noun,,,,,,,,,,,,,,,,,,,en,to be it,,,,,,,,
seta,…pero no encontraron ninguna seta.,Noun,noun,,,,,,,,,,,,,,,,,,,en,mushroom,,,,,,,,
setas,…al bosque y recojan setas para hacer una sopa…,Noun,noun,,,,,,,,,,,,,,,,,,,en,mushrooms,,,,,,,,
Se te va la olla,Se te va la olla.,,,,,,,,,,,,,,,,,,,,,en,are you nuts?,,,,,,,,
severos,"…guerrillas, jura castigos muy severos a los cobardes y…",Adjective,,,,,,,,,,,,,,,,,,,,en,"severe, serious",,,,,,,,
shale,"…pozos horizontales en formaciones shale, la introducción de uidos…",,,,,,,,,,,,,,,,,,,,,en,"a fine-grained sedimentary rock formed by the compression of silt and clay particles. Its most notable characteristic is its layered structure, which enables it to split easily into thin, flat sheets.",,,,,,,,
si,"Si te fijas, cuando piensas…",Pronoun,Adverb,,,,,,,,,,,,,,,,,,,en,if,,,,,,,,
sí,…Río] Mejor.-[ Tokio] Sí.,Pronoun,Adverb,,,,,,,,,,,,,,,,,,,en,yes,,,,,,,,
sido,…primer propósito que había sido caer sobre la ciudad…,Verb,yo,pretérito perfecto compuesto,ser,verbo,ser,yo,pretérito perfecto compuesto,,,,,,,,,,,,,en,"has/have/had been, past tense of ser",,,,,,,,
siempre,Mi sobrina siempre había soñado con tener…,Adverb,Noun,,,,,,,,,,,,,,,,,,,en,always,,,,,,,,
sienna,"…a unos amigos a Sienna durante dos días y,…",,,,,,,,,,,,,,,,,,,,,en,Sienna,,,,,,,,
sientan,"…Quienes se oponen, se sientan a la izquierda.",Verb,presente,ellos/ellas/uds.,imperativo,subjuntivo presente,sentar,sentarse,sentir,sentirse,verb,imperativo,sentar,sentir,sentarse,presente,subjuntivo presente,sentirse,ellos/ellas/uds.,,,en,they sit,,,,,,,,
sienten,…hasta tus tripas se sienten,Verb,presente,ellos/ellas/uds.,imperativo,subjuntivo presente,sentar,sentarse,sentir,sentirse,imperativo,verbo,sentar,sentir,sentarse,presente,subjuntivo presente,sentirse,ellos/ellas/uds.,,,en,"v.  feel, sense; hear; bear; be sorry, regret (Sentir)",,,,,,,,
sientes,"O sea, sientes así como que algo…",Verb,presente,tú,subjuntivo presente,sentar,sentarse,sentir,sentirse,Noun,tú,verbo,sentar,sentir,sentarse,presente,subjuntivo presente,sentirse,,,,en,You feel,,,,,,,,
siento,"…lo que pienso y siento, unión total y fusión,…",Verb,yo,presente,sentar,sentarse,sentir,sentirse,Noun,verbo,sentar,sentir,sentarse,presente,yo,sentirse,,,,,,en,I feel/ sorry,,,,,,,,
síganme,Síganme!”,,,,,,,,,,,,,,,,,,,,,en,Follow me,,,,,,,,
sigilosamente,"…silenciosamente, el cazador entró sigilosamente en la casita.",Adverb,adverb,,,,,,,,,,,,,,,,,,,en,stealthily,,,,,,,,
siglo,"A mitad del siglo 19, Estados Unidos invadió ese…",Noun,,,,,,,,,,,,,,,,,,,,en,"(m)n. centenary; age, era; century",,,,,,,,
siglos,…porque durante estos primeros siglos eran en su mayoría…,Noun,,,,,,,,,,,,,,,,,,,,en,"age, era, century",,,,,,,,
sigo,…das el paso te sigo,Verb,yo,presente,seguir,seguirse,Noun,verbo,seguir,presente,yo,seguirse,,,,,,,,,,en,"I continue, I follow",,,,,,,,
siguen,…se burlan de mí siguen de algún modo pareciéndome…,Verb,presente,ellos/ellas/uds.,seguir,seguirse,verbo,seguir,presente,ellos/ellas/uds.,seguirse,,,,,,,,,,,en,keep,,,,,,,,
siguiente,La siguiente historia tiene lugar desde…,Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,following,,,,,,,,
siguieran,"…grado, sí no me siguieran considerando igual de ridículo…",Verb,ellos/ellas/uds.,subjuntivo pretérito imperfecto,seguir,seguirse,verbo,seguir,ellos/ellas/uds.,seguirse,subjuntivo pretérito imperfecto,,,,,,,,,,,en,continued  (imp subj from seguir),,,,,,,,
silenciosamente,…se abrió de golpe silenciosamente.,Adverb,adverb,,,,,,,,,,,,,,,,,,,en,silently,,,,,,,,
sillón,Arrellanado en su sillón favorito de espaldas a…,Noun,,,,,,,,,,,,,,,,,,,,en,n. chair; armchair,,,,,,,,
simetría,simetría perfecta lo mismo pasa…,Noun,noun,,,,,,,,,,,,,,,,,,,en,symmetry,,,,,,,,
sin,…migrantes viven sin documentos en el estado…,Noun,Preposition,,,,,,,,,,,,,,,,,,,en,Prep. without,,,,,,,,
sinceros,"Pero seamos sinceros, está claro que no…",Adjective,adjetivo,,,,,,,,,,,,,,,,,,,en,"adj.  sincere, honest, truthful, frank, straightforward, genuine, earnest",,,,,,,,
sin embargo,"Sin embargo, la espera dura poco,…",,,,,,,,,,,,,,,,,,,,,en,however,,,,,,,,
sino,"…no ya de mí, sino por afecto hacia ellos-…",Adjective,Noun,,,,,,,,,,,,,,,,,,,en,"but, if not",en,but rather/but instead,,,,,,
sintiéndose,"Luego, sintiéndose muy cansada, quiso echarse…",,,,,,,,,,,,,,,,,,,,,en,feeling,,,,,,,,
síntomas,…perenne y de los síntomas del asma; se dispersan…,Noun,,,,,,,,,,,,,,,,,,,,en,"f. n. symptom, sign",,,,,,,,
siquiera,…trabajo ni alojamiento ni siquiera transporte a un migrante…,Adjective,Adverb,,,,,,,,,,,,,,,,,,,en,at least (ni siquiera = not even),,,,,,,,
sirven,…muchas de estas inversiones sirven para copiar tecnología directamente.…,Verb,presente,ellos/ellas/uds.,servir,servirse,verbo,servir,presente,ellos/ellas/uds.,servirse,,,,,,,,,,,en,serve,,,,,,,,
sitio,…a vivir en ese sitio desde la época en…,Verb,yo,presente,sitiar,Noun,sustantivo,verbo,presente,yo,sitiar,,,,,,,,,,,en,"place, site",,,,,,,,
soberano,…los nuevos vestidos del Soberano.,Adjective,Noun,,,,,,,,,,,,,,,,,,,en,sovereign,,,,,,,,
sobre,…que había sido caer sobre la ciudad revolucionada y…,Verb,él/ella/ud.,imperativo,sobrar,Noun,Preposition,imperativo,verbo,sobrar,él/ella/ud.,,,,,,,,,,,en,above,en,"above, on, about, upon",,,,,,
sobreestimulado,…más en un mundo sobreestimulado de información,,,,,,,,,,,,,,,,,,,,,en,overstimulated,,,,,,,,
sobrevivan,…empresas pequeñas que no sobrevivan a esta crisis o…,Verb,ellos/ellas/uds.,imperativo,sobrevivir,verb,imperativo,ellos/ellas/uds.,sobrevivir,,,,,,,,,,,,,en,survive,,,,,,,,
sobrevivir,Para sobrevivir.,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to survive,,,,,,,,
sobrina,Mi sobrina siempre había soñado con…,Noun,,,,,,,,,,,,,,,,,,,,en,niece,,,,,,,,
sobrino,…del dormitorio de su sobrino Harry.,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,nephew,,,,,,,,
sociable,"Ella era una persona sociable, agradable, humanitaria.",Adjective,,,,,,,,,,,,,,,,,,,,en,sociable,,,,,,,,
socorro,…No!¡ Socorro!,Verb,yo,presente,socorrer,socorrerse,Noun,sustantivo,verbo,presente,yo,socorrer,socorrerse,,,,,,,,,en,"aid, help",,,,,,,,
sois,"…Señora Reina, vos sois la más hermosa en…",Verb,presente,vosotros,ser,Noun,verb,noun,ser,presente,vosotros,,,,,,,,,,,en,you guys are,,,,,,,,
solamente,Los hombres solamente comían dos veces al…,Adverb,,,,,,,,,,,,,,,,,,,,en,only,,,,,,,,
soldado,…en el planeta el soldado estaba disparando el cañón…,Verb,yo,pretérito perfecto compuesto,soldar,soldarse,Noun,verb,noun,yo,pretérito perfecto compuesto,soldar,soldarse,,,,,,,,,en,soldier,,,,,,,,
soleado,"donde siempre está soleado, y podrás tomar helado…",Verb,yo,pretérito perfecto compuesto,solear,solearse,Adjective,adjetivo,verbo,yo,pretérito perfecto compuesto,solearse,solear,,,,,,,,,en,sunny,,,,,,,,
soleados,"…clima privilegiado, con días soleados durante la mayor parte…",Adjective,adjetivo,,,,,,,,,,,,,,,,,,,en,"[adj] sunny, illuminated by the sun, filled with sunlight",,,,,,,,
solicitar,…al caso y también solicitar las penas correspondientes.,Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,to try and obtain,,,,,,,,
sólidos,…convirtiendo en chiclosos y sólidos?,Adjective,adjective,,,,,,,,,,,,,,,,,,,en,solid,,,,,,,,
sollozos,"…se rasura, canciones como sollozos.",Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,"(m)n. sob, uncontrollable crying, convulsive weeping",,,,,,,,
soltando,"Echó a correr soltando la maleta de viaje"".",Verb,gerundio,soltar,gerundio,verbo,soltar,,,,,,,,,,,,,,,en,releasing,,,,,,,,
soltar,Voy a soltar una puta bomba.,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,drop/release,,,,,,,,
soltó,"mi amigo, el principito soltó una risa muy fuerte",Verb,pretérito perfecto simple,él/ella/ud.,soltar,soltarse,,,,,,,,,,,,,,,,en,laughed,,,,,,,,
sombrero,…mi dibujo representaba un sombrero.,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,n.m. hat,en,hat,,,,,,
sombría,"Cambió una mirada sombría con su esposa, Petunia.",Adjective,adjetivo,,,,,,,,,,,,,,,,,,,en,"adj. somber, gloomy, dark; depressing; sad, glum, mournful",,,,,,,,
someten,…los medicamentos que se someten a pruebas preclínicas terminan,Verb,presente,ellos/ellas/uds.,someter,someterse,verbo,presente,ellos/ellas/uds.,someter,someterse,,,,,,,,,,,en,"submit, subject; bring under; impeach",,,,,,,,
sometidos,De todos los problemas sometidos al estudio de mi…,,,,,,,,,,,,,,,,,,,,,en,submitted,,,,,,,,
somos,"…Órale, y la mayoría somos mexicanos!",Verb,presente,nosotros,ser,Adjective,Noun,verbo,nosotros,ser,presente,,,,,,,,,,,,,,,,,,,,
soñado,Mi sobrina siempre había soñado con tener una mascota.,Verb,yo,pretérito perfecto compuesto,soñar,Adjective,Noun,verbo,yo,pretérito perfecto compuesto,soñar,,,,,,,,,,,en,dreamed of,,,,,,,,
soñando,"ver si estaba durmiendo, soñando, pero no",Verb,gerundio,soñar,Adverb,,,,,,,,,,,,,,,,,en,dreaming,,,,,,,,
soñar,Y soñar.,Verb,participio pasado,Noun,verb,noun,participio pasado,,,,,,,,,,,,,,,en,to dream,,,,,,,,
sonarse,"…mano izquierda para limpiarse, sonarse o cualquier otra actividad…",Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to blow one's nose,,,,,,,,
sonido,Un extraño sonido en el bosque hizo…,Noun,noun,,,,,,,,,,,,,,,,,,,en,sound,,,,,,,,
sonrió,"Y entonces, sonrió fuerte y dijo:",Verb,pretérito perfecto simple,él/ella/ud.,sonreír,sonreírse,Noun,verb,noun,pretérito perfecto simple,sonreír,él/ella/ud.,sonreírse,,,,,,,,,en,he smiled,,,,,,,,
sonrisa,…muerta es la permanente sonrisa en su rostro.,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,smile,,,,,,,,
sonrisas,"Bastó con ver sus sonrisas extendidas, oir sus bromas…",Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,smiles,,,,,,,,
sonrosada,"…blanca como la nieve, sonrosada como la sangre y…",,,,,,,,,,,,,,,,,,,,,en,"Pink, blushing pink.",,,,,,,,
sopa,…los niños siempre tenían sopa y pan para comer.,Verb,él/ella/ud.,presente,sopar,soparse,Noun,verb,noun,presente,él/ella/ud.,soparse,sopar,,,,,,,,,en,soup,,,,,,,,
soportar,…no fue capaz de soportar el miedo.,Verb,participio pasado,verbo,participio pasado,,,,,,,,,,,,,,,,,en,"support, put up with, stand",,,,,,,,
sorprende,Lo que más me sorprende al ver a mi…,Verb,él/ella/ud.,presente,sorprender,sorprenderse,verbo,sorprender,presente,él/ella/ud.,sorprenderse,,,,,,,,,,,en,surprises,,,,,,,,
sorprender,…que os va a sorprender,Verb,participio pasado,verb,participio pasado,,,,,,,,,,,,,,,,,en,to surprise,,,,,,,,
sorprendió,Y… me sorprendió mucho.,Verb,pretérito perfecto simple,él/ella/ud.,sorprender,sorprenderse,verbo,sorprender,pretérito perfecto simple,él/ella/ud.,sorprenderse,,,,,,,,,,,en,surprised,,,,,,,,
sospechoso,"…una esquina, se vuelve sospechoso de ser un indocumentado.",Adjective,Noun,,,,,,,,,,,,,,,,,,,en,Suspect,,,,,,,,
sosteniendo,"…la portada muy feliz, sosteniendo una escoba y es…",Verb,gerundio,sostener,sostener,verb,gerundio,,,,,,,,,,,,,,,en,"sustaining, upholding, supporting",,,,,,,,
sostienen,"Sin embargo, algunos científicos sostienen que la Amazonía brasileña…",Verb,presente,ellos/ellas/uds.,sostener,sostenerse,sostener,verbo,presente,ellos/ellas/uds.,sostenerse,,,,,,,,,,,en,"sustain, hold up",,,,,,,,
sótano,"el sótano de algún banco, sino…",Adverb,Noun,sustantivo,adverbio,,,,,,,,,,,,,,,,,en,"basement, cellar, vault",,,,,,,,
suave,…música de intriga suave],Adjective,Noun,sustantivo,adjetivo,,,,,,,,,,,,,,,,,en,"adj. mild, not strong or harsh",,,,,,,,
suba,…ordeno que el sol suba y que el día…,Verb,él/ella/ud.,imperativo,subjuntivo presente,subir,subirse,Noun,subir,verb,noun,imperativo,subjuntivo presente,él/ella/ud.,subirse,,,,,,,en,rise,,,,,,,,
súbdito,"Un nuevo súbdito""",Noun,noun,,,,,,,,,,,,,,,,,,,en,subject,,,,,,,,
subido,…y con ello han subido los precios de los…,Verb,yo,pretérito perfecto compuesto,subir,subirse,subir,verb,yo,pretérito perfecto compuesto,subirse,,,,,,,,,,,en,risen,,,,,,,,
subieron,…Asprilla y Lucas Jaramillo subieron la colina y jugaron…,Verb,pretérito perfecto simple,ellos/ellas/uds.,subir,subirse,subir,verbo,pretérito perfecto simple,ellos/ellas/uds.,subirse,,,,,,,,,,,en,"(3rd person plural preterite) They went up, they rose, they climbed",,,,,,,,
subimos,…que me pillen?- Lo subimos a una cuenta anónima.,Verb,presente,nosotros,subir,subirse,Noun,subir,sustantivo,verbo,nosotros,presente,subirse,,,,,,,,,en,"rise, ascend; carry up; upload; get into; advance",,,,,,,,
subió,El payaso subió el capítulo de lo…,Verb,pretérito perfecto simple,él/ella/ud.,subir,subirse,subir,verbo,pretérito perfecto simple,él/ella/ud.,subirse,,,,,,,,,,,en,Went up,,,,,,,,
subiremos,"Nos subiremos a un barco, navegaremos…",Verb,nosotros,futuro,subir,subirse,subir,verbo,nosotros,futuro,subirse,,,,,,,,,,,en,we climb,,,,,,,,
subirlo,"Koldito, tienes que subirlo a tus redes, será…",,,,,,,,,,,,,,,,,,,,,en,upload,,,,,,,,
subterránea,"sino toda la ciudad subterránea, unidos como uno.",Adjective,adjective,,,,,,,,,,,,,,,,,,,en,"subterraneous, subterranean, underground",,,,,,,,
subvención,…en Siberia con una subvención pública.,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,"subsidy, grant",,,,,,,,
sucedía,…Lo que sucedía cada sábado dependía de…,Verb,yo,indicativo pretérito imperfecto,suceder,verbo,suceder,yo,indicativo pretérito imperfecto,,,,,,,,,,,,,en,"happened, occurred",,,,,,,,
sucedido,…quieres hablar de lo sucedido.,Verb,yo,pretérito perfecto compuesto,suceder,Noun,sustantivo,verbo,suceder,yo,pretérito perfecto compuesto,,,,,,,,,,,en,"happen, occur",,,,,,,,
sucedió,…qué es lo que sucedió?,Verb,pretérito perfecto simple,él/ella/ud.,suceder,verbo,suceder,pretérito perfecto simple,él/ella/ud.,,,,,,,,,,,,,en,happened,,,,,,,,
suceso,…de tal manera el suceso acababa siempre por justificarlas.,Noun,noun,,,,,,,,,,,,,,,,,,,en,"events, happening",,,,,,,,
sucesos,"…casamiento, cuando ocurrieron los sucesos que voy a referir…",Noun,noun,,,,,,,,,,,,,,,,,,,en,events,,,,,,,,
suculentas,…las que con sus suculentas reservas proveían su mesa;…,,,,,,,,,,,,,,,,,,,,,en,succulent,,,,,,,,
sudando,"distancia de la civilización, sudando, trabajando duro para reparar",Verb,gerundio,sudar,,,,,,,,,,,,,,,,,,en,sweating,,,,,,,,
suelen,…ya unos días antes suelen oírse bastantes petardos en…,Verb,presente,ellos/ellas/uds.,imperativo,solar,soler,Adjective,imperativo,verbo,presente,soler,ellos/ellas/uds.,solar,,,,,,,,en,usually,,,,,,,,
suelo,…dejado muerto en el suelo.,Verb,yo,presente,solar,soler,Noun,sustantivo,verbo,presente,yo,soler,solar,,,,,,,,,en,floor,,,,,,,,
suelos,"…las grietas de los suelos de madera, debajo de…",Noun,,,,,,,,,,,,,,,,,,,,en,"n. ground, earth; floor; deck; bottom (pl.)",,,,,,,,
suéltame,…llorosa]¡ Suéltame!,,,,,,,,,,,,,,,,,,,,,en,Let me go,,,,,,,,
suena,"suena"" Hands Around My Throat""…",Verb,él/ella/ud.,presente,sonar,sonarse,Adjective,Noun,sustantivo,adjetivo,verbo,presente,él/ella/ud.,sonar,sonarse,,,,,,,en,"v. sound; ring; play; pronounce; mention; seem, appear; resound",,,,,,,,
sueña,"…ha pasado?- Este, que sueña con ser escritor.",Verb,él/ella/ud.,presente,soñar,verbo,presente,él/ella/ud.,soñar,,,,,,,,,,,,,en,dreams,,,,,,,,
sueño,No era un sueño.,Verb,yo,presente,soñar,Noun,verb,noun,presente,yo,soñar,,,,,,,,,,,en,dream,,,,,,,,
sueños,…los escritores reescriben los sueños de otros.,Noun,sustantivo,,,,,,,,,,,,,,,,,,,en,"n: dreams, sleep",,,,,,,,
suerte,…supone es de mala suerte si naces mujer— pero…,Adverb,Noun,sustantivo,adverbio,,,,,,,,,,,,,,,,,en,"luck, fate, chance",,,,,,,,
